"customer_id","region","customer_segment","discount_sensitivity","frequency","recency_days","tenure_days","monetary","avg_spend","churn_flag","clv_proxy"
C01931,South,High Activity,Low,8,151,651,11380.74,1422.59,0,8241.21
C01932,South,Low Activity,High,1,4,899,1043.62,1043.62,0,1043.62
C01933,South,High Activity,Low,7,35,549,13866.29,1980.9,1,8467.85
C01934,South,Low Activity,Low,3,248,671,4320.33,1440.11,1,3224.63
C01935,South,Low Activity,High,4,58,316,5866.97,1466.74,0,2062.25
C01936,East,Power User,High,14,32,546,41557.76,2968.41,0,25239.74
C01937,Central,Mid Activity,High,6,123,363,4634.7,772.45,0,1871.41
C01938,East,Low Activity,Low,3,330,767,3486.25,1162.08,1,2974.36
C01939,Central,High Activity,Low,7,33,466,15047.75,2149.68,0,7800.06
C01940,North,High Activity,Low,7,105,651,9912.66,1416.09,0,7178.11
C01941,North,Mid Activity,Low,5,258,554,6789.87,1357.97,1,4184.18
C01942,Central,Power User,Low,9,24,833,15769.12,1752.12,0,14611.39
C01943,South,Power User,Low,11,247,716,14898.7,1354.43,1,11865.95
C01944,South,Power User,Low,10,36,690,21162.22,2116.22,0,16242.4
C01945,South,Mid Activity,High,5,118,758,6477.77,1295.55,0,5461.77
C01946,Central,Low Activity,Low,4,15,429,3484.27,871.07,0,1662.69
C01947,Central,High Activity,Low,7,248,689,6437.62,919.66,1,4933.84
C01949,Central,Mid Activity,Low,6,350,252,8975.0,1495.83,0,2515.79
C01950,Central,Mid Activity,High,5,101,461,5905.54,1181.11,0,3028.32
C01951,North,High Activity,Low,7,25,539,16796.53,2399.5,1,10070.43
C01952,North,Mid Activity,Low,6,7,189,23730.81,3955.14,0,4989.02
C01953,South,Mid Activity,High,6,2,390,14830.89,2471.82,0,6433.88
C01954,South,Low Activity,High,2,140,331,2329.93,1164.96,0,857.85
C01955,East,High Activity,Low,7,8,184,14000.72,2000.1,0,2865.55
C01956,East,Mid Activity,Low,5,308,374,5649.5,1129.9,0,2350.29
C01957,South,Mid Activity,Low,5,179,462,3475.73,695.15,1,1786.2
C01958,Central,Low Activity,Low,3,145,643,4068.71,1356.24,1,2910.11
C01959,South,Mid Activity,Low,6,30,292,20690.32,3448.39,1,6720.33
C01960,South,Mid Activity,Low,5,323,450,7905.6,1581.12,0,3957.2
C01961,North,Power User,Low,10,23,342,15304.45,1530.44,0,5822.14
C01962,Central,Mid Activity,Low,5,356,639,2557.97,511.59,0,1818.16
C01963,East,Low Activity,Low,1,249,284,1301.78,1301.78,1,411.24
C01964,Central,Power User,Low,12,115,872,19147.34,1595.61,0,18572.26
C01965,South,Power User,High,9,60,735,6468.82,718.76,0,5288.76
C01966,South,High Activity,High,8,19,461,14941.35,1867.67,1,7661.81
C01967,North,High Activity,Low,7,83,866,9150.57,1307.22,0,8814.65
C01968,Central,Low Activity,Low,4,3,341,3790.73,947.68,0,1437.86
C01969,Central,Mid Activity,High,6,25,530,7337.49,1222.92,0,4325.79
C01970,North,High Activity,High,7,87,613,6838.2,976.89,0,4662.78
C01971,North,Low Activity,Low,4,300,319,4117.1,1029.27,0,1460.9
C01972,East,Mid Activity,Low,6,245,650,3804.91,634.15,1,2751.04
C01973,Central,Power User,High,9,17,311,28481.81,3164.65,1,9853.01
C01974,Central,High Activity,Low,7,253,266,11663.22,1666.17,1,3450.95
C01975,Central,High Activity,Low,8,254,867,9670.94,1208.87,0,9326.72
C01976,East,Mid Activity,Low,5,22,362,7094.23,1418.85,1,2856.64
C01977,Central,Low Activity,Low,4,10,547,3024.97,756.24,0,1840.55
C01978,Central,Power User,Low,9,78,308,10417.74,1157.53,0,3569.16
C01979,East,Low Activity,High,2,179,425,2052.66,1026.33,0,970.39
C01980,East,Mid Activity,Low,6,93,780,7940.8,1323.47,0,6889.7
C01981,North,High Activity,Low,7,166,757,2734.17,390.6,0,2302.32
C01982,East,Mid Activity,Low,6,19,849,12162.05,2027.01,0,11485.64
C01983,Central,Mid Activity,Low,6,328,557,8331.12,1388.52,0,5161.77
C01984,Central,Mid Activity,Low,6,215,328,7628.76,1271.46,1,2783.35
C01985,North,Mid Activity,Low,6,7,612,93121.5,3104.05,0,12678.61
C01986,North,High Activity,Low,7,23,807,14836.71,2119.53,1,13318.38
C01987,South,Mid Activity,High,6,346,648,2118.03,353.0,0,1526.66
C01988,Central,Mid Activity,Low,6,63,625,9177.99,1529.67,0,6380.71
C01989,Central,Power User,Low,9,338,660,12849.69,1427.74,1,9433.57
C01990,South,Low Activity,Low,4,158,473,6682.51,1670.63,0,3515.94
C01991,South,Mid Activity,High,6,44,322,7333.66,1222.28,0,2626.75
C01992,North,Low Activity,Low,4,332,429,5299.49,1324.87,1,2528.9
C01993,South,Low Activity,High,4,89,481,7595.1,1898.77,1,4063.66
C01994,North,High Activity,Low,8,112,204,5157.57,644.7,0,1170.36
C01995,South,Mid Activity,Low,5,136,249,6667.06,1333.41,0,1846.6
C01997,East,Low Activity,Low,3,2,291,3791.32,1263.77,0,1227.22
C01998,North,High Activity,Low,7,31,543,13352.64,1907.52,0,8065.05
C01999,North,Low Activity,High,4,336,482,3019.71,754.93,0,1619.03
C02000,Central,High Activity,Low,8,115,650,13121.34,1640.17,0,9487.08
C02001,Central,High Activity,Low,8,4,270,25502.51,3187.81,0,7659.25
C02002,North,Power User,Low,9,172,709,14262.91,1584.77,0,11248.52
C02003,East,High Activity,Low,7,13,840,15121.47,2160.21,0,14129.07
C02005,Central,Mid Activity,High,5,15,371,5989.94,1197.99,0,2471.94
C02006,South,High Activity,High,8,24,731,23781.08,2972.63,0,19336.97
C02007,Central,Low Activity,Low,3,129,421,3365.72,1121.91,1,1576.16
C02008,South,Mid Activity,High,6,162,317,9867.5,1644.58,0,3479.41
C02009,North,Low Activity,Low,4,37,524,4623.48,1155.87,0,2694.89
C02010,Central,High Activity,Low,8,18,359,14576.56,1822.07,0,5820.9
C02011,North,Mid Activity,High,6,22,891,6846.08,1141.01,0,6785.14
C02012,North,High Activity,Low,8,6,682,19421.92,2427.74,0,14733.87
C02013,East,Power User,Low,10,32,382,30158.65,3015.87,0,12814.93
C02014,North,High Activity,Low,7,13,752,9655.68,1379.38,0,8076.81
C02015,Central,Mid Activity,Low,6,264,371,9858.35,1643.06,1,4068.36
C02016,Central,High Activity,Low,8,340,184,6284.7,785.59,0,1286.31
C02017,Central,Low Activity,Low,2,11,416,2825.06,1412.53,0,1307.26
C02018,East,Low Activity,Low,4,137,872,5708.98,1427.24,0,5537.5
C02019,North,Low Activity,Low,4,173,490,6087.8,1521.95,0,3318.16
C02020,South,Power User,High,12,72,728,7305.13,608.76,0,5915.6
C02021,East,Mid Activity,Low,5,33,235,7600.31,1520.06,0,1986.73
C02022,South,Low Activity,High,3,35,622,3469.64,1156.55,1,2400.58
C02023,East,Mid Activity,Low,6,232,416,6587.35,1097.89,1,3048.2
C02024,North,High Activity,Low,8,1,376,19067.86,2383.48,0,7974.98
C02025,Central,Low Activity,Low,3,347,764,4464.62,1488.21,0,3794.19
C02026,Central,Mid Activity,Low,6,310,750,3620.46,603.41,0,3020.41
C02027,South,Low Activity,High,3,6,693,2439.19,813.06,1,1880.26
C02028,East,Low Activity,High,2,3,628,3119.53,1559.76,0,2179.15
C02029,Central,High Activity,Low,7,38,539,20595.88,2942.27,0,12348.37
C02030,South,Mid Activity,High,5,210,879,6272.63,1254.53,1,6133.1
C02031,North,High Activity,Low,8,251,209,7234.39,904.3,1,1681.86
C02032,South,High Activity,Low,8,15,287,84296.45,2107.41,0,5382.22
C02033,Central,High Activity,High,7,151,781,10959.76,1565.68,0,9521.22
C02034,East,High Activity,Low,7,82,896,13267.66,1895.38,0,13223.39
C02035,South,High Activity,High,7,179,624,7656.21,1093.74,0,5314.19
C02036,Central,High Activity,Low,8,29,617,21866.22,2733.28,0,15007.2
C02037,North,Mid Activity,High,5,123,785,8782.32,1756.46,1,7668.64
C02038,North,Power User,High,10,113,636,7653.92,765.39,1,5414.77
C02039,North,Mid Activity,Low,5,18,794,8698.69,1739.74,1,7682.72
C02040,Central,High Activity,Low,7,83,877,44106.75,1260.19,0,8605.46
C02041,East,High Activity,High,8,206,875,9779.67,1222.46,1,9518.6
C02042,South,Mid Activity,High,5,259,674,5187.41,1037.48,1,3889.11
C02043,Central,High Activity,Low,7,24,853,13263.11,1894.73,0,12584.46
C02044,North,Low Activity,Low,3,56,426,2929.49,976.5,0,1388.17
C02045,East,High Activity,Low,7,165,722,6398.65,914.09,0,5138.83
C02046,South,Mid Activity,Low,5,119,743,6674.43,1334.89,0,5516.26
C02047,North,Low Activity,Low,4,24,767,6135.22,1533.81,0,5234.4
C02048,South,Low Activity,Low,4,225,618,3542.7,885.68,1,2435.37
C02049,Central,Mid Activity,High,6,58,457,5948.7,991.45,0,3023.98
C02050,North,Low Activity,Low,4,101,731,5107.61,1276.9,0,4153.12
C02051,Central,Mid Activity,Low,5,82,792,4328.25,865.65,0,3813.1
C02052,Central,Low Activity,Low,4,22,290,5092.96,1273.24,0,1642.89
C02053,North,High Activity,Low,7,266,564,7833.65,1119.09,0,4914.54
C02054,East,Power User,Low,10,123,370,7086.16,708.62,0,2916.46
C02055,East,Mid Activity,Low,6,17,669,14032.03,2338.67,0,10442.07
C02056,South,High Activity,Low,7,94,873,7221.86,1031.69,0,7012.97
C02057,Central,Mid Activity,Low,5,127,605,7537.57,1507.51,0,5072.54
C02058,Central,Low Activity,Low,4,37,584,4565.41,1141.35,0,2965.73
C02059,South,Power User,Low,10,329,514,9866.07,986.61,0,5640.91
C02060,Central,Low Activity,Low,4,126,388,4760.11,1190.03,0,2054.42
C02061,North,Power User,High,10,107,201,15725.91,1572.59,0,3516.02
C02062,Central,Mid Activity,Low,5,8,857,8762.73,1752.55,0,8353.37
C02063,East,Power User,Low,9,23,790,25385.08,2820.56,0,22307.21
C02064,Central,Low Activity,Low,4,142,387,4093.16,1023.29,0,1762.02
C02065,North,Low Activity,Low,4,39,187,4839.13,1209.78,0,1006.58
C02066,South,Mid Activity,Low,6,137,881,7022.85,1170.47,0,6882.21
C02067,North,Power User,Low,9,139,866,10394.35,1154.93,0,10012.82
C02068,Central,Low Activity,Low,4,43,708,4494.73,1123.68,0,3539.78
C02069,North,Mid Activity,Low,5,140,781,4551.86,910.37,0,3954.39
C02071,South,Low Activity,Low,4,147,836,5832.94,1458.23,1,5424.16
C02072,Central,Low Activity,High,4,234,345,4827.8,1206.95,0,1852.72
C02073,North,Low Activity,Low,3,25,675,4732.87,1577.62,0,3553.59
C02074,East,High Activity,Low,8,19,769,16809.81,2101.23,0,14379.05
C02075,East,Low Activity,Low,3,39,608,12976.05,865.07,0,1755.16
C02076,East,High Activity,Low,7,171,342,7655.75,1093.68,0,2912.42
C02077,North,Mid Activity,High,6,28,545,20207.92,3367.99,1,12250.64
C02078,Central,High Activity,Low,7,123,705,7642.64,1091.81,0,5993.42
C02079,East,Low Activity,Low,3,65,418,2976.0,992.0,0,1383.72
C02080,South,Power User,Low,11,10,251,33039.17,3003.56,1,9224.5
C02081,North,Low Activity,Low,4,334,624,4463.74,1115.93,0,3098.29
C02082,North,High Activity,Low,7,331,834,9577.65,1368.24,1,8885.19
C02083,Central,Mid Activity,Low,6,111,688,7134.99,1189.17,0,5460.39
C02084,East,High Activity,Low,8,1,448,14260.66,1782.58,0,7106.53
C02085,Central,High Activity,Low,7,353,594,6944.46,992.07,0,4588.46
C02086,Central,High Activity,Low,8,7,424,53520.1,1338.0,1,5048.38
C02087,North,Mid Activity,Low,5,87,854,4342.23,868.45,0,4124.9
C02088,South,High Activity,High,8,80,239,11108.11,1388.51,0,2953.09
C02089,East,Low Activity,Low,3,280,185,4685.19,1561.73,1,964.14
C02090,Central,High Activity,Low,7,37,888,13767.44,1966.78,0,13599.0
C02091,South,High Activity,High,8,6,749,10506.73,1313.34,0,8753.65
C02092,East,Mid Activity,Low,6,22,586,16684.29,2780.72,0,10875.43
C02093,North,Mid Activity,Low,5,22,396,7751.14,1550.23,0,3414.3
C02094,Central,Mid Activity,Low,6,166,205,8501.33,1416.89,0,1938.57
C02095,Central,Low Activity,Low,3,209,184,2294.16,764.72,0,469.55
C02097,South,Mid Activity,Low,6,295,569,8192.84,1365.47,1,5185.44
C02099,South,Mid Activity,Low,6,238,750,7471.78,1245.3,1,6233.43
C02100,Central,High Activity,Low,7,167,627,6824.63,974.95,0,4759.79
C02101,East,Power User,Low,9,18,325,18188.32,2020.92,0,6575.3
C02102,Central,High Activity,Low,8,345,567,12424.93,1553.12,1,7836.43
C02103,North,Low Activity,Low,1,102,428,1313.86,1313.86,0,625.51
C02104,South,Mid Activity,High,5,329,705,4037.91,807.58,1,3166.54
C02106,Central,High Activity,High,8,4,192,21229.7,2653.71,0,4534.04
C02107,East,Low Activity,Low,3,49,563,5096.25,1698.75,0,3191.53
C02108,East,Low Activity,High,4,73,735,6161.17,1540.29,1,5037.21
C02109,Central,Power User,Low,10,19,578,19268.97,1926.9,0,12388.75
C02110,East,High Activity,Low,8,7,198,16117.71,2014.71,0,3549.83
C02111,North,Power User,Low,9,107,754,12429.43,1381.05,0,10424.7
C02112,North,Mid Activity,Low,5,205,670,3983.54,796.71,0,2968.83
C02113,North,Low Activity,High,3,320,598,2544.85,848.28,1,1692.79
C02114,East,High Activity,Low,7,26,516,16296.12,2328.02,0,9353.51
C02115,South,Low Activity,High,3,121,598,4340.42,1446.81,0,2887.18
C02116,North,Mid Activity,Low,5,20,791,9552.33,1910.47,0,8404.79
C02117,Central,Power User,Low,10,38,854,21645.17,2164.52,0,20561.74
C02118,South,Mid Activity,High,5,220,301,3475.58,695.12,0,1163.69
C02119,North,Low Activity,Low,4,282,611,4618.64,1154.66,0,3139.03
C02120,East,Mid Activity,High,5,181,223,7265.19,1453.04,1,1802.16
C02121,East,Low Activity,High,3,39,496,3272.31,1090.77,0,1805.41
C02122,Central,High Activity,Low,8,44,560,9844.19,1230.52,0,6132.07
C02123,East,High Activity,Low,8,116,324,8058.97,1007.37,0,2904.45
C02124,Central,Low Activity,Low,3,1,506,4673.79,1557.93,0,2630.63
C02125,East,Mid Activity,Low,5,13,542,7116.92,1423.38,0,4290.72
C02126,South,Mid Activity,Low,5,4,229,4769.89,953.98,0,1215.02
C02127,South,Mid Activity,High,6,35,244,11046.75,1841.13,0,2998.24
C02128,North,High Activity,Low,7,162,534,6973.07,996.15,0,4141.95
C02129,East,High Activity,Low,7,5,343,8742.51,1248.93,0,3335.57
C02130,Central,Power User,Low,9,147,320,8742.65,971.41,0,3111.97
C02131,North,Mid Activity,Low,5,122,307,3340.71,668.14,0,1140.82
C02132,North,Low Activity,High,2,181,577,2960.15,1480.07,1,1899.89
C02134,Central,High Activity,High,7,149,366,7772.54,1110.36,1,3164.34
C02135,South,Low Activity,High,4,163,899,5045.64,1261.41,0,5045.64
C02136,East,Mid Activity,High,5,33,369,7606.5,1521.3,0,3122.13
C02137,North,Low Activity,Low,2,160,567,2870.27,1435.13,0,1810.28
C02138,South,High Activity,High,8,21,608,24864.0,3108.0,0,16815.7
C02140,East,Power User,Low,10,95,416,16357.91,1635.79,0,7569.4
C02141,East,High Activity,Low,7,105,373,8599.75,1228.54,0,3568.1
C02142,Central,Mid Activity,Low,6,29,466,10560.63,1760.1,0,5474.13
C02143,South,Power User,Low,11,98,315,15439.66,1403.61,0,5409.91
C02144,Central,High Activity,Low,8,27,350,23123.56,2890.44,0,9002.48
C02145,Central,Mid Activity,Low,6,156,338,6105.74,1017.62,0,2295.59
C02146,East,Mid Activity,High,5,57,380,4763.95,952.79,0,2013.68
C02147,Central,Power User,Low,12,9,666,29933.86,2494.49,0,22175.71
C02148,Central,Mid Activity,Low,5,333,736,3164.89,632.98,1,2591.06
C02149,Central,Low Activity,High,4,223,762,4430.96,1107.74,0,3755.72
C02150,East,Low Activity,Low,2,101,683,1810.6,905.3,0,1375.57
C02151,Central,High Activity,Low,8,35,550,14582.72,1822.84,0,8921.58
C02152,North,Mid Activity,Low,6,39,282,12245.22,2040.87,0,3841.1
C02153,South,High Activity,Low,8,96,304,11442.98,1430.37,0,3869.48
C02154,East,Mid Activity,Low,6,25,492,14280.56,2380.09,1,7815.38
C02155,North,Low Activity,Low,3,282,637,3647.66,1215.89,1,2584.61
C02156,North,Mid Activity,High,6,94,409,6509.92,1084.99,0,2961.7
C02157,North,Power User,Low,10,7,837,23853.15,2385.31,0,22208.06
C02159,Central,High Activity,Low,7,264,602,8166.6,1166.66,1,5468.64
C02160,South,High Activity,High,7,4,751,24403.01,3486.14,0,20385.58
C02161,South,Low Activity,High,4,311,789,4572.55,1143.14,1,4013.07
C02162,South,Power User,High,9,153,350,11352.7,1261.41,0,4419.85
C02163,Central,Low Activity,Low,4,156,561,4110.94,1027.73,0,2565.32
C02164,East,Power User,High,9,146,352,9738.33,1082.04,1,3813.02
C02165,Central,High Activity,Low,8,76,842,8095.16,1011.9,0,7581.93
C02166,East,High Activity,Low,7,30,632,15299.92,2185.7,0,10755.88
C02167,South,High Activity,High,7,285,529,9190.06,1312.87,0,5407.74
C02168,North,Low Activity,Low,4,18,813,3536.71,884.18,0,3198.39
C02169,South,High Activity,Low,8,108,673,10959.48,1369.93,0,8204.34
C02170,Central,Mid Activity,High,5,117,799,8689.43,1737.89,0,7722.88
C02171,South,Mid Activity,High,5,28,183,5009.89,1001.98,0,1019.81
C02172,North,Power User,Low,11,125,272,10833.05,984.82,0,3277.62
C02173,North,High Activity,Low,7,24,185,15759.7,2251.39,0,3243.1
C02174,East,Low Activity,High,3,21,467,4840.41,1613.47,0,2514.43
C02175,North,Mid Activity,Low,5,33,797,5342.53,1068.51,0,4736.39
C02176,East,Low Activity,Low,4,32,325,7010.22,1752.56,0,2534.29
C02177,Central,Power User,High,10,66,603,8828.82,882.88,0,5921.88
C02178,South,High Activity,High,7,88,787,8794.9,1256.41,0,7699.18
C02179,South,Low Activity,High,4,17,636,2758.49,689.62,0,1951.49
C02180,Central,High Activity,Low,8,130,381,7353.25,919.16,0,3116.35
C02181,Central,Mid Activity,Low,6,346,391,6815.88,1135.98,0,2964.41
C02182,North,High Activity,High,8,28,185,19021.96,2377.74,0,3914.41
C02183,North,High Activity,Low,8,31,803,19380.23,2422.53,0,17310.71
C02184,Central,Low Activity,Low,3,118,555,2970.6,990.2,0,1833.91
C02185,South,High Activity,High,8,205,626,10609.55,1326.19,0,7387.72
C02186,East,Low Activity,Low,4,28,285,3193.07,798.27,0,1012.27
C02187,East,High Activity,Low,8,123,830,12023.65,1502.96,0,11100.84
C02188,South,Mid Activity,High,6,152,580,9558.69,1593.11,0,6166.88
C02189,South,Power User,Low,9,16,275,20990.4,2332.27,1,6420.88
C02190,South,Low Activity,High,4,153,567,6043.28,1510.82,0,3811.5
C02192,East,Mid Activity,Low,5,33,595,6415.07,1283.01,0,4245.78
C02193,South,Low Activity,High,4,117,683,4683.62,1170.91,0,3558.32
C02194,South,Low Activity,High,4,16,633,4745.39,1186.35,0,3341.31
C02195,North,Low Activity,High,3,204,470,2930.7,976.9,0,1532.18
C02196,Central,Power User,Low,10,21,713,20496.54,2049.65,1,16255.84
C02197,Central,Power User,Low,11,14,372,25332.81,2302.98,0,10482.53
C02198,East,High Activity,Low,8,2,329,25842.85,3230.36,0,9457.52
C02199,Central,High Activity,Low,8,311,694,10541.08,1317.64,1,8137.42
C02200,Central,Mid Activity,Low,5,43,572,7321.62,1464.32,0,4658.46
C02201,East,Mid Activity,Low,5,21,495,4883.59,976.72,0,2688.97
C02202,North,Mid Activity,Low,6,52,255,48810.95,1627.03,0,2769.03
C02203,Central,Low Activity,High,4,15,778,4510.5,1127.62,0,3903.4
C02204,North,High Activity,Low,8,6,449,9090.37,1136.3,0,4540.14
C02205,South,Mid Activity,High,5,9,404,27078.8,1083.15,1,2433.77
C02206,East,Mid Activity,Low,5,18,709,6865.02,1373.0,0,5414.11
C02207,Central,Mid Activity,Low,5,34,292,6123.31,1224.66,0,1988.88
C02208,East,Power User,Low,9,304,430,5556.57,617.4,0,2657.77
C02209,Central,Mid Activity,Low,6,1,412,12251.74,2041.96,1,5614.82
C02210,East,Low Activity,Low,4,253,893,4952.08,1238.02,1,4919.03
C02211,South,Power User,Low,12,279,262,10902.84,908.57,1,3177.47
C02213,North,Mid Activity,Low,6,316,354,6959.11,1159.85,0,2740.29
C02214,East,High Activity,High,7,27,248,9404.08,1343.44,0,2594.23
C02215,South,Low Activity,Low,3,228,226,4225.57,1408.52,0,1062.27
C02216,Central,Low Activity,Low,2,282,435,2504.89,1252.45,1,1212.05
C02217,East,Low Activity,Low,4,124,209,6616.27,1654.07,0,1538.16
C02218,Central,Mid Activity,Low,6,19,460,9697.74,1616.29,0,4962.14
C02219,East,High Activity,Low,8,111,416,9040.7,1130.09,0,4183.47
C02220,North,Low Activity,Low,4,31,427,6079.19,1519.8,0,2887.45
C02221,South,Mid Activity,Low,5,7,547,4626.57,925.31,0,2815.04
C02222,Central,Low Activity,Low,3,86,674,22638.35,1509.22,0,3394.49
C02223,North,Mid Activity,Low,6,205,204,9102.29,1517.05,1,2065.48
C02224,North,Low Activity,Low,3,7,765,3882.4,1294.13,0,3303.7
C02225,North,Mid Activity,Low,6,312,897,6902.77,1150.46,1,6887.4
C02226,Central,High Activity,Low,8,91,669,8046.51,1005.81,0,5987.87
C02227,Central,Low Activity,Low,4,30,673,3934.7,983.68,0,2945.57
C02228,South,High Activity,High,7,26,493,15250.7,2178.67,1,8363.28
C02229,Central,Low Activity,Low,4,86,785,1347.05,336.76,1,1176.23
C02230,Central,Power User,High,11,33,554,21924.3,1993.12,0,13510.65
C02231,South,Mid Activity,High,6,15,818,11510.89,1918.48,0,10473.75
C02232,North,Low Activity,Low,4,105,204,3614.35,903.59,0,820.17
C02233,East,High Activity,Low,8,28,513,19342.45,2417.81,1,11037.48
C02234,East,Low Activity,Low,4,179,534,3036.25,759.06,0,1803.51
C02235,South,Mid Activity,Low,6,52,295,9365.17,1560.86,0,3073.11
C02236,South,Mid Activity,Low,5,6,227,7370.37,1474.07,0,1861.03
C02237,East,High Activity,Low,8,7,278,24265.99,3033.25,0,7503.84
C02238,North,Mid Activity,Low,5,34,638,5209.16,1041.83,0,3696.82
C02239,North,Mid Activity,Low,5,233,702,6311.7,1262.34,0,4928.6
C02240,North,Low Activity,Low,4,278,776,5787.81,1446.95,1,4995.92
C02241,South,High Activity,High,7,11,584,13604.11,1943.44,0,8837.36
C02242,North,Power User,Low,11,5,393,20680.48,1880.04,0,9040.5
C02243,South,Low Activity,High,4,15,864,4943.61,1235.9,1,4751.14
C02244,East,Mid Activity,Low,6,146,682,6830.96,1138.49,0,5182.09
C02245,East,Mid Activity,Low,5,138,627,4393.98,878.8,0,3064.56
C02246,Central,Mid Activity,Low,6,92,755,2915.32,485.89,0,2448.37
C02247,North,Low Activity,High,3,44,437,2768.8,922.93,1,1345.9
C02248,East,Low Activity,Low,4,172,300,1968.47,492.12,0,656.89
C02249,South,Mid Activity,High,5,216,233,4695.02,939.0,1,1216.84
C02250,North,High Activity,Low,7,22,510,97431.65,2783.76,0,11054.53
C02251,North,High Activity,Low,8,272,420,5163.56,645.45,0,2412.36
C02252,East,Mid Activity,High,5,123,709,6673.35,1334.67,0,5262.96
C02254,East,Mid Activity,Low,5,27,366,3641.0,728.2,0,1482.32
C02255,East,Mid Activity,Low,6,128,835,10429.79,1738.3,0,9687.3
C02256,South,High Activity,Low,7,11,441,14840.13,2120.02,0,7279.76
C02257,Central,Power User,Low,10,16,543,24320.89,2432.09,1,14689.93
C02258,Central,Low Activity,Low,4,19,670,5125.01,1281.25,0,3819.52
C02259,Central,Power User,High,10,138,610,10618.04,1061.8,1,7204.65
C02260,Central,High Activity,Low,7,10,418,4003.28,571.9,0,1861.38
C02261,South,Low Activity,Low,3,107,483,2596.68,865.56,1,1395.1
C02262,South,Power User,Low,10,13,477,22004.34,2200.43,0,11675.25
C02263,East,Mid Activity,High,5,168,255,8305.92,1661.18,0,2355.96
C02264,Central,Mid Activity,Low,6,6,879,7381.31,1230.22,0,7217.11
C02265,South,Mid Activity,High,6,178,512,7092.6,1182.1,0,4039.39
C02266,South,Mid Activity,Low,5,1,821,5331.01,1066.2,0,4868.47
C02267,South,Low Activity,Low,4,278,653,5301.38,1325.34,1,3850.71
C02268,South,Mid Activity,High,6,33,462,15031.97,2505.33,0,7725.0
C02269,North,Mid Activity,High,5,31,770,5442.48,1088.5,0,4661.54
C02270,Central,Low Activity,Low,4,32,251,5566.93,1391.73,0,1554.28
C02271,North,Mid Activity,Low,6,39,442,12736.17,2122.69,0,6261.82
C02272,Central,High Activity,Low,7,108,882,8423.6,1203.37,1,8264.3
C02273,Central,Power User,Low,10,298,754,14310.32,1431.03,0,12002.19
C02274,South,Low Activity,High,4,247,191,3928.36,982.09,1,834.61
C02275,East,Mid Activity,Low,6,256,320,6553.88,1092.31,1,2332.85
C02276,South,High Activity,Low,8,26,734,16512.64,2064.08,0,13481.96
C02277,South,Mid Activity,High,6,85,196,8013.9,1335.65,0,1747.19
C02278,Central,Low Activity,Low,3,53,242,3914.6,1304.87,0,1053.77
C02279,South,Mid Activity,High,6,103,432,6267.34,1044.56,0,3011.68
C02280,North,High Activity,Low,8,94,644,10418.09,1302.26,0,7463.01
C02281,Central,Power User,Low,9,65,555,3207.43,356.38,0,1980.11
C02282,Central,Low Activity,Low,3,355,699,4351.75,1450.58,1,3383.61
C02283,Central,Low Activity,Low,4,32,269,5874.84,1468.71,1,1757.88
C02284,North,High Activity,Low,7,283,899,7336.6,1048.09,0,7336.63
C02285,North,Low Activity,Low,4,243,809,3953.62,988.4,1,3557.8
C02286,Central,High Activity,Low,7,5,354,15769.75,2252.82,0,6209.66
C02287,East,Power User,Low,11,54,255,10196.76,926.98,0,2892.3
C02288,Central,Low Activity,High,3,9,792,2920.81,973.6,0,2573.16
C02289,Central,High Activity,High,7,64,842,9046.49,1292.36,0,8472.94
C02290,North,Mid Activity,Low,6,71,579,8656.31,1442.72,0,5575.09
C02291,South,Low Activity,High,4,13,250,5181.45,1295.36,0,1440.89
C02292,Central,Mid Activity,Low,5,25,359,10329.49,2065.9,0,4124.91
C02293,North,Mid Activity,Low,6,22,303,14303.89,2383.98,0,4821.0
C02294,Central,Mid Activity,Low,6,14,560,16028.2,2671.37,0,9984.21
C02295,North,Power User,Low,10,38,472,22003.28,2200.33,0,11552.34
C02296,North,High Activity,Low,7,108,374,8582.19,1226.03,0,3570.35
C02297,North,Mid Activity,Low,5,15,407,6756.98,1351.4,0,3059.06
C02298,North,Low Activity,Low,4,127,610,5037.11,1259.28,0,3417.85
C02299,North,Mid Activity,Low,5,16,615,7576.26,1515.25,0,5182.86
C02300,Central,Low Activity,Low,3,8,640,3348.77,1116.26,0,2384.0
C02301,East,Mid Activity,Low,6,8,797,12300.19,2050.03,0,10904.61
C02302,South,Mid Activity,Low,5,29,200,7767.1,1553.42,1,1727.94
C02303,Central,Low Activity,Low,3,171,243,3186.01,1062.0,0,861.18
C02304,Central,Mid Activity,Low,6,21,344,10694.64,1782.44,0,4092.28
C02305,East,Power User,Low,12,113,206,58533.65,975.56,0,2682.52
C02306,Central,Mid Activity,Low,5,223,490,7122.93,1424.59,1,3882.36
C02307,North,High Activity,Low,7,14,464,29422.75,4203.25,0,15185.94
C02308,South,Low Activity,Low,3,7,839,2801.08,933.69,0,2614.12
C02309,North,Mid Activity,Low,5,21,460,6967.72,1393.54,0,3565.23
C02310,Central,Power User,Low,10,30,343,21722.95,2172.29,0,8288.05
C02311,Central,Low Activity,Low,3,246,403,4615.37,1538.46,1,2068.96
C02312,East,Mid Activity,Low,6,14,325,15122.97,2520.49,0,5467.14
C02313,Central,Mid Activity,Low,5,54,209,7785.28,1557.06,1,1809.93
